,0,1
164,165.0,-0.025314277495820922
165,166.0,-0.001495674901311153
166,167.0,-0.016811031603311682
167,168.0,-0.019119443020613823
168,169.0,0.011349335503506294
169,170.0,0.005779757327857533
170,171.0,0.014957636993289105
171,172.0,0.012069369214752415
172,173.0,0.020574677181058036
173,174.0,0.008608544667047182
174,175.0,0.007873881289344116
175,176.0,0.02811178669874587
176,177.0,0.01632026025843391
177,178.0,0.02049333969698971
178,179.0,0.025840963537744854
179,180.0,0.03354853379456226
180,181.0,0.03277832086887534
181,182.0,0.025477423086483493
182,183.0,0.03566071578166133
183,184.0,0.022691287519380297
184,185.0,0.053961716917536186
185,186.0,0.03442582579668657
186,187.0,0.042089784395305134
187,188.0,0.056290047553176
188,189.0,0.050952509093027204
189,190.0,0.07630044473858877
190,191.0,0.05040381777892791
191,192.0,0.06840248224166023
192,193.0,0.06767386251592462
193,194.0,0.05865329926489088
194,195.0,0.07776513299408158
195,196.0,0.07294345453431571
196,197.0,0.08442969547821487
197,198.0,0.08692399835008562
198,199.0,0.10222082664748633
199,200.0,0.09577372590575632
200,201.0,0.08045528010136521
201,202.0,0.08340891574742942
202,203.0,0.09837023561121983
203,204.0,0.09541098185514525
204,205.0,0.09665667224639488
205,206.0,0.07539373783912695
206,207.0,0.09253761641422875
207,208.0,0.08652658441746644
208,209.0,0.09773948058488371
209,210.0,0.09489837723367842
210,211.0,0.10582669487973353
211,212.0,0.10064665681513621
212,213.0,0.10599112761047189
213,214.0,0.09402019000933474
214,215.0,0.08969906183510944
215,216.0,0.09540432819102983
216,217.0,0.09959772246417092
217,218.0,0.10372408653963698
218,219.0,0.1225916798915161
219,220.0,0.09954335353278909
220,221.0,0.09027515541026432
221,222.0,0.09614494332162801
222,223.0,0.09464065912183463
223,224.0,0.10366531735869233
224,225.0,0.08291886271745254
225,226.0,0.09833874633195089
226,227.0,0.09855406114710681
227,228.0,0.0984979590777622
228,229.0,0.08929522672711689
229,230.0,0.09188739042393297
230,231.0,0.07893118917511475
231,232.0,0.08705184065884532
232,233.0,0.08527888783133654
233,234.0,0.0935009487993461
234,235.0,0.07632340152743557
235,236.0,0.0941552522642797
236,237.0,0.09966095170924695
237,238.0,0.06230548646236808
238,239.0,0.08547523822247505
239,240.0,0.08610889838565651
240,241.0,0.07101431607890321
241,242.0,0.07138846320004609
242,243.0,0.07193049818885312
243,244.0,0.06810721970378356
244,245.0,0.06575067090079226
245,246.0,0.049768497062493096
246,247.0,0.07567392967607194
247,248.0,0.07250556994000817
248,249.0,0.05107361170723413
249,250.0,0.041982450889072265
250,251.0,0.059240879351341584
251,252.0,0.04560256599395954
252,253.0,0.05005950587149785
253,254.0,0.04267821683084104
254,255.0,0.049973145643639784
255,256.0,0.047149013891293
256,257.0,0.03004963894281793
257,258.0,0.02053924731042342
258,259.0,0.015576855138496805
259,260.0,0.03451239098411131
260,261.0,0.013494326840772567
261,262.0,0.017264028224250414
262,263.0,0.013296284554280563
263,264.0,0.015641978420442505
264,265.0,-0.006302875750945902
265,266.0,0.011827090633265012
266,267.0,0.012047788367758105
267,268.0,0.0045559529232842445
268,269.0,-0.0025778992969680706
269,270.0,-0.0016363295459211895
270,271.0,-0.0017585852990796014
271,272.0,-0.036608020249588695
272,273.0,0.007552752020475655
273,274.0,-0.011217867373169288
274,275.0,-0.024740395531059035
275,276.0,-0.02520537526780551
276,277.0,-0.019416939126680507
277,278.0,-0.02854987686483545
278,279.0,-0.05070313325073322
279,280.0,-0.01272881359071849
280,281.0,-0.03742366655373489
281,282.0,-0.02902520890350567
282,283.0,-0.049017398287834066
283,284.0,-0.029561548499166493
284,285.0,-0.04484596551834143
285,286.0,-0.0443579640079996
286,287.0,-0.06358615145105902
287,288.0,-0.043656943863739237
288,289.0,-0.05144995741159244
289,290.0,-0.04785183648887141
290,291.0,-0.06961326247257817
291,292.0,-0.0705422447327762
292,293.0,-0.045027523721360166
293,294.0,-0.08093439246951845
294,295.0,-0.0738918633955472
295,296.0,-0.06329000422051129
296,297.0,-0.07573454028892967
297,298.0,-0.07285942001291541
298,299.0,-0.08458295744730819
299,300.0,-0.07870788753291721
300,301.0,-0.0972123669981428
301,302.0,-0.06922140072700686
302,303.0,-0.08855528010363439
303,304.0,-0.0956601265878878
304,305.0,-0.08359152616509977
305,306.0,-0.09617049615612089
306,307.0,-0.10612346237224567
307,308.0,-0.10737406856749891
308,309.0,-0.08800250306755
309,310.0,-0.09747561551157069
310,311.0,-0.09806192139549201
311,312.0,-0.08669703660346056
312,313.0,-0.10939610607694955
313,314.0,-0.10599115850534242
314,315.0,-0.10299232248610471
315,316.0,-0.09856130922988456
316,317.0,-0.10018964111569112
317,318.0,-0.10280144110798524
318,319.0,-0.10061485440556406
319,320.0,-0.10103897781230728
320,321.0,-0.10703064930071005
321,322.0,-0.10773469096416265
322,323.0,-0.09653145529105618
323,324.0,-0.10775965345091301
324,325.0,-0.10990038545380733
325,326.0,-0.1008290489012045
326,327.0,-0.09856566592909122
327,328.0,-0.07360891374277735
328,329.0,-0.10231539017533285
329,330.0,-0.08483400047159811
330,331.0,-0.08569991492289382
331,332.0,-0.10387448904450461
332,333.0,-0.08297497281747764
333,334.0,-0.10117925473866504
334,335.0,-0.1144769482256221
335,336.0,-0.08028007600358589
336,337.0,-0.10227501209871055
337,338.0,-0.07849599209444426
338,339.0,-0.08805275989206622
339,340.0,-0.06274431007345534
340,341.0,-0.06670359234126541
341,342.0,-0.07989503938184807
342,343.0,-0.08013768007500952
343,344.0,-0.08322590252874204
344,345.0,-0.07325002691418939
345,346.0,-0.06933209007763795
346,347.0,-0.06779754947215746
347,348.0,-0.06014234546691633
348,349.0,-0.05342203932198739
349,350.0,-0.05315014959716568
350,351.0,-0.06167166982587844
351,352.0,-0.06573836043010584
352,353.0,-0.03499465575726536
353,354.0,-0.05276599284779122
354,355.0,-0.049580694132288286
355,356.0,-0.045413415577744067
356,357.0,-0.055736308229020266
357,358.0,-0.03915262690477868
358,359.0,-0.03620279725192711
359,360.0,-0.02220501420960414
360,361.0,-0.018398347927539506
361,362.0,-0.02229448287637461
362,363.0,-0.009940941197642621
363,364.0,-0.01276800154512536
364,365.0,-0.013216743423544727
365,366.0,-0.008330022982344507
366,367.0,-0.008715413065230052
367,368.0,-0.007620227193172147
368,369.0,-0.003208297788956324
369,370.0,-0.008669782106091057
370,371.0,0.008553465808643851
371,372.0,-0.0010491434239736277
372,373.0,0.02042268370276764
373,374.0,0.012624214798439053
374,375.0,0.01871125952368973
375,376.0,0.026234209278739054
376,377.0,0.03078750155080166
377,378.0,0.011682603388157246
378,379.0,0.028327251811278546
379,380.0,0.0421755313251195
380,381.0,0.019337201787087616
381,382.0,0.04309974077461429
382,383.0,0.019541257515968403
383,384.0,0.034700250605268435
384,385.0,0.04809570792566609
385,386.0,0.033879251329534565
386,387.0,0.04327851041274797
387,388.0,0.04105004668593036
388,389.0,0.0748294883790159
389,390.0,0.06251257633939472
390,391.0,0.06900528965468906
391,392.0,0.06350522254301678
392,393.0,0.06453237321062757
393,394.0,0.05416949235579264
394,395.0,0.06961399276128534
395,396.0,0.067043995728422
396,397.0,0.08529102920900158
397,398.0,0.09009997547702407
398,399.0,0.09525425431042121
399,400.0,0.09093396580600471
400,401.0,0.07816055911155978
401,402.0,0.07464373766358469
402,403.0,0.09504027146879963
403,404.0,0.0924212727226422
404,405.0,0.0725699724786486
405,406.0,0.09511811620967298
406,407.0,0.1009260758830968
407,408.0,0.09449614940133966
408,409.0,0.09308969788435792
409,410.0,0.08780339625394445
410,411.0,0.08225955880317368
411,412.0,0.1054774541566235
412,413.0,0.09503670354166502
413,414.0,0.09634971436125725
414,415.0,0.11647073626348325
415,416.0,0.10634983619164722
416,417.0,0.10347617661559635
417,418.0,0.10135318723595851
418,419.0,0.11519853899226529
419,420.0,0.11716181812355746
420,421.0,0.10912965652998739
421,422.0,0.10542700699260112
422,423.0,0.07833058815623414
423,424.0,0.10008772176329278
424,425.0,0.09702576331996175
425,426.0,0.09864565868380325
426,427.0,0.10641945664067828
427,428.0,0.06877937704386383
428,429.0,0.08957526688206867
429,430.0,0.09696565127070067
430,431.0,0.08850334280441252
431,432.0,0.0778159783612046
432,433.0,0.0993971374604716
433,434.0,0.09210916739519315
434,435.0,0.07817418014120986
435,436.0,0.08949144329233794
436,437.0,0.09293196338483123
437,438.0,0.08305826317549703
438,439.0,0.08921829894900402
439,440.0,0.0801224197869708
440,441.0,0.07343639650788186
441,442.0,0.06376697617933506
442,443.0,0.07239999629500657
443,444.0,0.07302805787825868
444,445.0,0.07759912820713667
445,446.0,0.0653774604409206
446,447.0,0.06872477009045053
447,448.0,0.05206326388230283
448,449.0,0.05138096274100078
449,450.0,0.05554280117682855
450,451.0,0.043483945946963885
451,452.0,0.05956292406533704
452,453.0,0.053271277531475994
453,454.0,0.048662458646216385
454,455.0,0.046446799385097555
455,456.0,0.060411958069581106
456,457.0,0.03261697084778584
457,458.0,0.01235847400936825
458,459.0,0.033399241080812304
459,460.0,0.027902561783422618
460,461.0,0.02020772899350868
461,462.0,0.01254389317364944
462,463.0,0.014867529720764189
463,464.0,0.01798103567531621
464,465.0,0.008031755301093985
465,466.0,0.034063841460764056
466,467.0,-0.002796165686915409
467,468.0,-0.004259441574239061
468,469.0,-0.022355237980128433
469,470.0,-9.548705839380672e-05
470,471.0,-0.02591311503347848
471,472.0,-0.01427663901906718
472,473.0,-0.014763076407636657
473,474.0,-0.022216080258517585
474,475.0,-0.0008275829326437022
475,476.0,-0.011351897602774486
476,477.0,-0.011162988137156441
477,478.0,-0.03621302565999111
478,479.0,-0.019110347927772567
479,480.0,-0.028413732740871875
480,481.0,-0.028604200494641692
481,482.0,-0.028932547732836135
482,483.0,-0.05118453226958098
483,484.0,-0.04916849525140331
484,485.0,-0.03908344229397969
485,486.0,-0.07700259328250342
486,487.0,-0.03800033696385771
487,488.0,-0.050237076118490376
488,489.0,-0.05880517866354252
489,490.0,-0.05866522222694965
490,491.0,-0.07363173970925227
491,492.0,-0.06923140719405936
492,493.0,-0.057063847315995675
493,494.0,-0.05735401451904061
494,495.0,-0.045570125863128294
495,496.0,-0.0753981645093425
496,497.0,-0.08329731963412826
497,498.0,-0.08383129646984812
498,499.0,-0.09076888590755307
499,500.0,-0.083186993970801
500,501.0,-0.08031977418066694
501,502.0,-0.08614513032850808
502,503.0,-0.07641017119569068
503,504.0,-0.09120050256136467
504,505.0,-0.09372986351040452
505,506.0,-0.09737598305083844
506,507.0,-0.10910722292056302
507,508.0,-0.10958457075260788
508,509.0,-0.10673181390082827
509,510.0,-0.0828656004134604
510,511.0,-0.08777230306990835
511,512.0,-0.08372483399929327
512,513.0,-0.11144996453532716
513,514.0,-0.11837062787455438
514,515.0,-0.10574408759563274
515,516.0,-0.09774663559009504
516,517.0,-0.09478102385368706
517,518.0,-0.08945284762440561
518,519.0,-0.09715579367653543
519,520.0,-0.08253923724283921
520,521.0,-0.10206066222467532
521,522.0,-0.10873555325903983
522,523.0,-0.11608880102323993
523,524.0,-0.10774021620191222
524,525.0,-0.09590565325204758
525,526.0,-0.10659332896348389
526,527.0,-0.08762157113210053
527,528.0,-0.08205287165538501
528,529.0,-0.11896425646903651
529,530.0,-0.08562608471631658
530,531.0,-0.11556783885155758
531,532.0,-0.08797004894156439
532,533.0,-0.07845879694956705
533,534.0,-0.08869188727329612
534,535.0,-0.10068211757769702
535,536.0,-0.09219758328995734
536,537.0,-0.0873325607214423
537,538.0,-0.08482778455040296
538,539.0,-0.08324161932236074
539,540.0,-0.08043864582844733
540,541.0,-0.07525388584532383
541,542.0,-0.0874469178806663
542,543.0,-0.0756795022634249
543,544.0,-0.05590251679424406
544,545.0,-0.07268725482268842
545,546.0,-0.07096689605734487
546,547.0,-0.053368640991098386
547,548.0,-0.08730123068308096
548,549.0,-0.047393468286393174
549,550.0,-0.06296573174714912
550,551.0,-0.05239094486228831
551,552.0,-0.050397232132878264
552,553.0,-0.039215293046086
553,554.0,-0.048547448464645496
554,555.0,-0.049838015948582455
555,556.0,-0.027223064548222146
556,557.0,-0.060947350898865604
557,558.0,-0.03416954504732123
558,559.0,-0.04488549333813887
559,560.0,-0.03602433107560505
560,561.0,-0.0052703526039815235
561,562.0,-0.02277814603179572
562,563.0,-0.017308727967271866
563,564.0,-0.03398327994019375
564,565.0,-0.020350368895466337
565,566.0,-0.007973730658038736
566,567.0,-0.0032613011982840804
567,568.0,0.00249713349109512
568,569.0,-0.00044468343084109807
569,570.0,0.007880373293155584
570,571.0,0.010286867881837884
571,572.0,-0.009415311424723162
572,573.0,0.012376428281132393
573,574.0,0.022797824677375903
574,575.0,0.024115107914533994
575,576.0,0.017657253416221565
576,577.0,0.016298091824778677
577,578.0,0.016205718231275597
578,579.0,0.02908574845750412
579,580.0,0.0447045409999087
580,581.0,0.016800218966594112
581,582.0,0.03262801872336882
582,583.0,0.030698875255722374
583,584.0,0.052774894254029606
584,585.0,0.042166306141551174
585,586.0,0.045740025771206165
586,587.0,0.05096412209022326
587,588.0,0.060222329269514194
588,589.0,0.054424249075443784
589,590.0,0.030408868236522106
590,591.0,0.06876550579003769
591,592.0,0.07012240312488872
592,593.0,0.06587128041488755
593,594.0,0.05949386803558348
594,595.0,0.07605016749557766
595,596.0,0.07845127318189396
596,597.0,0.07201146113906946
597,598.0,0.07652164210469282
598,599.0,0.0712869021294362
599,600.0,0.0806225554905192
600,601.0,0.06864280502995482
601,602.0,0.0899758957335069
602,603.0,0.07792995474410591
603,604.0,0.09123937602624242
604,605.0,0.0761957278227399
605,606.0,0.08566272182353996
606,607.0,0.09167598360755891
607,608.0,0.07729989539083071
608,609.0,0.09609171332585219
609,610.0,0.09208840550130878
610,611.0,0.07930134382071535
611,612.0,0.08444204712210002
612,613.0,0.1041790488302038
613,614.0,0.1076399408322074
614,615.0,0.09782443799649229
615,616.0,0.1035524432434603
616,617.0,0.10200636223591443
617,618.0,0.10322879900536353
618,619.0,0.11285843045541051
619,620.0,0.08489594106725279
620,621.0,0.10659921273880835
621,622.0,0.09578467152284367
622,623.0,0.09703402952577918
623,624.0,0.09582800531640702
624,625.0,0.09457536169528598
625,626.0,0.08544416447211739
626,627.0,0.09882238776002912
627,628.0,0.11288557904364803
628,629.0,0.09470705721228291
629,630.0,0.09425275729394211
630,631.0,0.08629880789337357
631,632.0,0.09081029402828616
632,633.0,0.09536916685184396
633,634.0,0.08563802392968844
634,635.0,0.08334718543513461
635,636.0,0.09037591664881207
636,637.0,0.07553605856614283
637,638.0,0.08553030298327226
638,639.0,0.08941586888730829
639,640.0,0.09293930345214882
640,641.0,0.07648486626165606
641,642.0,0.08903715374140123
642,643.0,0.0836034028295379
643,644.0,0.06112300209409045
644,645.0,0.056661415475331746
645,646.0,0.06347889874724869
646,647.0,0.07443996895418932
647,648.0,0.060986513944039956
648,649.0,0.053200678722698166
649,650.0,0.07216912596758306
650,651.0,0.05689927546684735
651,652.0,0.028154502934182826
652,653.0,0.051811580501216835
653,654.0,0.05107190714800071
654,655.0,0.045313844677649005
655,656.0,0.04469864345705307
656,657.0,0.036632856638224
657,658.0,0.021188928167926342
658,659.0,0.027699199079643137
659,660.0,0.018952439237476557
660,661.0,0.016055510310669124
661,662.0,0.00970150827621441
662,663.0,0.023784315865182155
663,664.0,0.017146612837264114
664,665.0,0.008578268680711959
665,666.0,0.0034459253880227154
666,667.0,0.006574647079201751
667,668.0,0.014463679333962573
668,669.0,-0.019511194734972277
669,670.0,0.0011584339998999527
670,671.0,-0.011206168495658857
671,672.0,-0.02772795113511662
672,673.0,-0.03146340189367047
673,674.0,-0.024246635541401773
674,675.0,-0.016021214149258337
675,676.0,-0.017365212176128533
676,677.0,-0.0337441726269502
677,678.0,-0.01721862756035946
678,679.0,-0.01616645360775716
679,680.0,-0.029412876354745866
680,681.0,-0.04223228665949123
681,682.0,-0.027982744175560105
682,683.0,-0.03454294285335672
683,684.0,-0.03625124492807541
684,685.0,-0.054274039156979495
685,686.0,-0.07879194740550109
686,687.0,-0.03196570757475299
687,688.0,-0.07187718079506555
688,689.0,-0.05870581977554235
689,690.0,-0.037062845272323855
690,691.0,-0.06002661931341874
691,692.0,-0.05623950881258593
692,693.0,-0.08309065639201679
693,694.0,-0.08811090378963987
694,695.0,-0.07785939430855962
695,696.0,-0.0637514205021931
696,697.0,-0.08017428444255129
697,698.0,-0.08663532002116318
698,699.0,-0.07860879425522974
699,700.0,-0.07158909422661983
700,701.0,-0.09859650047152332
701,702.0,-0.09790813746442205
702,703.0,-0.09526033219744251
703,704.0,-0.07791196080079837
704,705.0,-0.08790714172593156
705,706.0,-0.0702417641765309
706,707.0,-0.08341642039990703
707,708.0,-0.09425784527822005
708,709.0,-0.08228945621356361
709,710.0,-0.09376491100278922
710,711.0,-0.10377411932388211
711,712.0,-0.09067472622077215
712,713.0,-0.10509111452799297
713,714.0,-0.10158835198473283
714,715.0,-0.08586569743471213
715,716.0,-0.10051763998522932
716,717.0,-0.10779934047620161
717,718.0,-0.10457594609844106
718,719.0,-0.08978068452872084
719,720.0,-0.1054913317835628
720,721.0,-0.10370331388369858
721,722.0,-0.10470768847495816
722,723.0,-0.09743736392489248
723,724.0,-0.1027054002247138
724,725.0,-0.1143451933516242
725,726.0,-0.10657793580839799
726,727.0,-0.10631688618251749
727,728.0,-0.0837429548712079
728,729.0,-0.08714164699568006
729,730.0,-0.0883940139272948
730,731.0,-0.09822538143758432
731,732.0,-0.10014295491240699
732,733.0,-0.09578267860807724
733,734.0,-0.09985924936224862
734,735.0,-0.06291322192978457
735,736.0,-0.10879648773089365
736,737.0,-0.0790760209135952
737,738.0,-0.09585085969242882
738,739.0,-0.082256085829641
739,740.0,-0.08921983746029133
740,741.0,-0.08916497595925184
741,742.0,-0.08676314435268373
742,743.0,-0.05570944242730214
743,744.0,-0.07241501272089704
744,745.0,-0.07649782253604412
745,746.0,-0.06097066548496417
746,747.0,-0.06404712088257779
747,748.0,-0.05450904642622348
748,749.0,-0.07744982085865436
749,750.0,-0.053610655122477445
750,751.0,-0.04630328221579038
751,752.0,-0.06797642860323588
752,753.0,-0.044158021394056834
753,754.0,-0.02890968527401043
754,755.0,-0.043206335166485005
755,756.0,-0.031987463084485045
756,757.0,-0.03059990822434473
757,758.0,-0.041447943839479466
758,759.0,-0.031008571765982734
759,760.0,-0.0440785443016555
760,761.0,-0.029895949789638176
761,762.0,-0.019675312017574817
762,763.0,-0.012028420001407721
763,764.0,-0.015921530130658737
764,765.0,-0.005860085006087397
765,766.0,-0.020968366794880306
766,767.0,-0.007825850874965
767,768.0,-0.0034789382077069194
768,769.0,0.01796495004677948
769,770.0,0.0004686646466081196
770,771.0,0.0007588823755391907
771,772.0,0.009095604923757616
772,773.0,0.002815236613331438
773,774.0,0.017046339090701006
774,775.0,0.014565757541726199
775,776.0,0.003382566035517603
776,777.0,0.023768491388833725
777,778.0,0.024213406535189903
778,779.0,0.01407205555223838
779,780.0,0.03270240065816624
780,781.0,0.051211819602154915
781,782.0,0.04443997350342091
782,783.0,0.04821617173730167
783,784.0,0.03151035178579416
784,785.0,0.05247838609648639
785,786.0,0.05193089816655483
786,787.0,0.058424070172934044
787,788.0,0.05999468297765445
788,789.0,0.044750331801901994
789,790.0,0.06045629066894168
790,791.0,0.05575367827191082
791,792.0,0.06523113260532006
792,793.0,0.059092681429181344
793,794.0,0.083458937913713
794,795.0,0.06394264250432063
795,796.0,0.06566949628188272
796,797.0,0.07745765403151372
797,798.0,0.06791796611640825
798,799.0,0.07634183413035073
799,800.0,0.07410880043601285
800,801.0,0.09825881911968573
801,802.0,0.09366074579150026
802,803.0,0.08679894446769472
803,804.0,0.08494617402617896
804,805.0,0.09966453313117017
805,806.0,0.09561533908546421
806,807.0,0.09776140170504674
807,808.0,0.09364497113608082
808,809.0,0.07805793431673692
809,810.0,0.09475522130451247
810,811.0,0.09140000660671688
811,812.0,0.10392502739782195
812,813.0,0.10824627231932402
813,814.0,0.09210487052908253
814,815.0,0.10382737673706247
815,816.0,0.11686361509991246
816,817.0,0.09309079939707973
817,818.0,0.11675178658481752
818,819.0,0.09147273191290112
819,820.0,0.10019552260547504
820,821.0,0.09972314929677371
821,822.0,0.09971975007732249
822,823.0,0.09089983844921609
823,824.0,0.09293867158331343
824,825.0,0.09164962999830484
825,826.0,0.10097575234399216
826,827.0,0.10028934691255624
827,828.0,0.11843559203314213
828,829.0,0.1089782774796818
829,830.0,0.08916817529990817
830,831.0,0.09642049442290196
831,832.0,0.10195621930038487
832,833.0,0.09101352083488885
833,834.0,0.08864403255226252
834,835.0,0.08840097527335353
835,836.0,0.0950160375352641
836,837.0,0.07623290103628116
837,838.0,0.0797486420243016
838,839.0,0.08591698236315869
839,840.0,0.08245428875089555
840,841.0,0.07978451393298945
841,842.0,0.07166316968029608
842,843.0,0.0829846618561481
843,844.0,0.0924238109698465
844,845.0,0.07290495552802558
845,846.0,0.06459676811029479
846,847.0,0.07170801691718594
847,848.0,0.05631805765211012
848,849.0,0.0517103508522471
849,850.0,0.05697478164323459
850,851.0,0.02820226425711447
851,852.0,0.03982094205557017
852,853.0,0.04516035567908182
853,854.0,0.03233761242081491
854,855.0,0.03273132711401637
855,856.0,0.03583403908015278
856,857.0,0.020875959792147743
857,858.0,0.030312168901775384
858,859.0,0.02605353746651925
859,860.0,0.028662649276889655
860,861.0,0.03692475972355312
861,862.0,0.02405723593216619
862,863.0,0.019470045152206003
863,864.0,0.017162195953444984
864,865.0,0.01533385005873035
865,866.0,-0.00022808182077106547
866,867.0,0.005661124881708316
867,868.0,0.006759244471203836
868,869.0,-0.013176637405413708
869,870.0,0.006046198019549583
870,871.0,0.005064711589100891
871,872.0,-0.01519585256981636
872,873.0,-0.014419748976562261
873,874.0,-0.02390070402814956
874,875.0,-0.01122250487131059
875,876.0,-0.03190806439038852
876,877.0,-0.026579127002601524
877,878.0,-0.03597803655256826
878,879.0,-0.029886745802804968
879,880.0,-0.051316034919209
880,881.0,-0.023053643557753495
881,882.0,-0.04887300026272641
882,883.0,-0.04149795297882732
883,884.0,-0.04705054948932766
884,885.0,-0.05533054752648913
885,886.0,-0.05932420371911308
886,887.0,-0.04376963235406482
887,888.0,-0.061024802691585875
888,889.0,-0.055636437210567304
889,890.0,-0.06888526763846509
890,891.0,-0.06980420119464008
891,892.0,-0.06100950204728978
892,893.0,-0.05876260573708847
893,894.0,-0.07208739826557299
894,895.0,-0.08675156510516817
895,896.0,-0.05467935704903827
896,897.0,-0.08527728304842051
897,898.0,-0.09410483080716628
898,899.0,-0.054644221276997876
899,900.0,-0.08644876934990182
900,901.0,-0.09876442536340369
901,902.0,-0.09263710519107535
